id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
VwvcLIUZYckf4otG_4xk4w,uni-uni-uptown-chicago-chicago,Uni Uni Uptown - Chicago,https://s3-media3.fl.yelpcdn.com/bphoto/VSiM3gcyT1slBfRa7RtScQ/o.jpg,False,https://www.yelp.com/biz/uni-uni-uptown-chicago-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,28,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"{'latitude': 41.97348, 'longitude': -87.65902}","['delivery', 'pickup']","{'address1': '1130 W Argyle St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60640', 'country': 'US', 'state': 'IL', 'display_address': ['1130 W Argyle St', 'Chicago, IL 60640']}",+17738783333,(773) 878-3333,4185.7387357882235
3Pgn3GYIvWajpSlCejZjSQ,taipei-cafe-chicago,Taipei Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/E8OemAlMJb9gXPBsL_CnSw/o.jpg,False,https://www.yelp.com/biz/taipei-cafe-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,295,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 41.84501, 'longitude': -87.6463051}","['delivery', 'pickup']",$$,"{'address1': '2609 S Halsted St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60608', 'country': 'US', 'state': 'IL', 'display_address': ['2609 S Halsted St', 'Chicago, IL 60608']}",+13123741986,(312) 374-1986,17167.79717258095
cdl3t59n4-sC85JhzZXCLA,tea-yard-oak-lawn-3,Tea Yard,https://s3-media1.fl.yelpcdn.com/bphoto/Wja2AAovGuGFY0iDjGJ5FA/o.jpg,False,https://www.yelp.com/biz/tea-yard-oak-lawn-3?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,86,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 41.719680110124095, 'longitude': -87.75579}",[],$$,"{'address1': '5405 W 95th St', 'address2': '', 'address3': None, 'city': 'Oak Lawn', 'zip_code': '60453', 'country': 'US', 'state': 'IL', 'display_address': ['5405 W 95th St', 'Oak Lawn, IL 60453']}",+17086343288,(708) 634-3288,12107.86086727806
TZyMOAThow2bJqXcvaJAAg,teamo-boba-bar-chicago-3,Te'amo Boba Bar,https://s3-media1.fl.yelpcdn.com/bphoto/tXs9XbA6mJIWMvg5gr61kw/o.jpg,False,https://www.yelp.com/biz/teamo-boba-bar-chicago-3?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,82,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 41.794896, 'longitude': -87.598987}","['delivery', 'pickup']",$$,"{'address1': '1115 E 55th St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60615', 'country': 'US', 'state': 'IL', 'display_address': ['1115 E 55th St', 'Chicago, IL 60615']}",+13125862308,(312) 586-2308,11471.74574870416
3PAn6c-3CAsVTv-uaeIBFQ,joy-yee-south-tinley-park,Joy Yee South,https://s3-media1.fl.yelpcdn.com/bphoto/GhsWy3DW17zwlcHKCHXR4Q/o.jpg,False,https://www.yelp.com/biz/joy-yee-south-tinley-park?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,263,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 41.558144, 'longitude': -87.79017}",['delivery'],$$,"{'address1': '7101 W 183rd St', 'address2': 'Ste 108', 'address3': '', 'city': 'Tinley Park', 'zip_code': '60477', 'country': 'US', 'state': 'IL', 'display_address': ['7101 W 183rd St', 'Ste 108', 'Tinley Park, IL 60477']}",+17084688520,(708) 468-8520,20875.709850624495
vx1ncoFpWYDD-JlqTq8irg,tasty-freeze-custom-gourmet-ice-cream-chicago-ridge-3,Tasty Freeze Custom Gourmet Ice Cream,https://s3-media2.fl.yelpcdn.com/bphoto/ridL2TGJ7DEl7KFzHiM0YQ/o.jpg,False,https://www.yelp.com/biz/tasty-freeze-custom-gourmet-ice-cream-chicago-ridge-3?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,9,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 41.7154962876857, 'longitude': -87.7837299910156}",['delivery'],$$,"{'address1': '520 Chicago Ridge Mall', 'address2': None, 'address3': '', 'city': 'Chicago Ridge', 'zip_code': '60415', 'country': 'US', 'state': 'IL', 'display_address': ['520 Chicago Ridge Mall', 'Chicago Ridge, IL 60415']}",+17087523076,(708) 752-3076,14274.422076795981
xP67mtPILcbaaaoHBlmoXg,everest-cafe-oak-lawn,Everest Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/0NJkFZvZqtzYcV8t_TDhYA/o.jpg,False,https://www.yelp.com/biz/everest-cafe-oak-lawn?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,8,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 41.719647, 'longitude': -87.79097962260514}",['delivery'],"{'address1': '6840 W 95th St', 'address2': '', 'address3': None, 'city': 'Oak Lawn', 'zip_code': '60453', 'country': 'US', 'state': 'IL', 'display_address': ['6840 W 95th St', 'Oak Lawn, IL 60453']}",+17085293961,(708) 529-3961,14953.050189930653
RIIV1bMNnY9PqJ2TKB2F0w,yy-tea-house-chicago,YY Tea House,https://s3-media2.fl.yelpcdn.com/bphoto/3SXsRBOuSLit-6YMAKGtTA/o.jpg,False,https://www.yelp.com/biz/yy-tea-house-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,1,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",5.0,"{'latitude': 41.69461, 'longitude': -87.68069}",['delivery'],"{'address1': '10939 S Western Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60643', 'country': 'US', 'state': 'IL', 'display_address': ['10939 S Western Ave', 'Chicago, IL 60643']}",+17732389898,(773) 238-9898,5500.755035694194
NLIlsx7mJLkReFbiyBpqFA,tasty-freeze-rolled-ice-cream-and-bubble-tea-chicago,Tasty Freeze Rolled Ice Cream and Bubble Tea,,False,https://www.yelp.com/biz/tasty-freeze-rolled-ice-cream-and-bubble-tea-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,2,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",2.5,"{'latitude': 41.7555459540526, 'longitude': -87.737268358469}",[],"{'address1': '7601 S Cicero Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60652', 'country': 'US', 'state': 'IL', 'display_address': ['7601 S Cicero Ave', 'Chicago, IL 60652']}",,,12368.228695277263
3Pgn3GYIvWajpSlCejZjSQ,taipei-cafe-chicago,Taipei Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/E8OemAlMJb9gXPBsL_CnSw/o.jpg,False,https://www.yelp.com/biz/taipei-cafe-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,295,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 41.84501, 'longitude': -87.6463051}","['delivery', 'pickup']",$$,"{'address1': '2609 S Halsted St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60608', 'country': 'US', 'state': 'IL', 'display_address': ['2609 S Halsted St', 'Chicago, IL 60608']}",+13123741986,(312) 374-1986,9621.543627823394
cdl3t59n4-sC85JhzZXCLA,tea-yard-oak-lawn-3,Tea Yard,https://s3-media1.fl.yelpcdn.com/bphoto/Wja2AAovGuGFY0iDjGJ5FA/o.jpg,False,https://www.yelp.com/biz/tea-yard-oak-lawn-3?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,86,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 41.719680110124095, 'longitude': -87.75579}",[],$$,"{'address1': '5405 W 95th St', 'address2': '', 'address3': None, 'city': 'Oak Lawn', 'zip_code': '60453', 'country': 'US', 'state': 'IL', 'display_address': ['5405 W 95th St', 'Oak Lawn, IL 60453']}",+17086343288,(708) 634-3288,7051.928022098035
gOGHUT7d1aDYc8zJifPsyg,modern-china-tea-shop-oriental-tea-chicago,Modern China Tea Shop: Oriental Tea,https://s3-media2.fl.yelpcdn.com/bphoto/GMRnUwdTc2SoO1eLwjB4Ig/o.jpg,False,https://www.yelp.com/biz/modern-china-tea-shop-oriental-tea-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,32,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 41.85153999388354, 'longitude': -87.63212753431912}","['delivery', 'pickup']",$$,"{'address1': '2244 S Wentworth Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60616', 'country': 'US', 'state': 'IL', 'display_address': ['2244 S Wentworth Ave', 'Chicago, IL 60616']}",+13126009321,(312) 600-9321,10911.890781030183
vx1ncoFpWYDD-JlqTq8irg,tasty-freeze-custom-gourmet-ice-cream-chicago-ridge-3,Tasty Freeze Custom Gourmet Ice Cream,https://s3-media2.fl.yelpcdn.com/bphoto/ridL2TGJ7DEl7KFzHiM0YQ/o.jpg,False,https://www.yelp.com/biz/tasty-freeze-custom-gourmet-ice-cream-chicago-ridge-3?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,9,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 41.7154962876857, 'longitude': -87.7837299910156}",['delivery'],$$,"{'address1': '520 Chicago Ridge Mall', 'address2': None, 'address3': '', 'city': 'Chicago Ridge', 'zip_code': '60415', 'country': 'US', 'state': 'IL', 'display_address': ['520 Chicago Ridge Mall', 'Chicago Ridge, IL 60415']}",+17087523076,(708) 752-3076,8757.917299740622
xP67mtPILcbaaaoHBlmoXg,everest-cafe-oak-lawn,Everest Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/0NJkFZvZqtzYcV8t_TDhYA/o.jpg,False,https://www.yelp.com/biz/everest-cafe-oak-lawn?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,8,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 41.719647, 'longitude': -87.79097962260514}",['delivery'],"{'address1': '6840 W 95th St', 'address2': '', 'address3': None, 'city': 'Oak Lawn', 'zip_code': '60453', 'country': 'US', 'state': 'IL', 'display_address': ['6840 W 95th St', 'Oak Lawn, IL 60453']}",+17085293961,(708) 529-3961,8829.806701323772
NLIlsx7mJLkReFbiyBpqFA,tasty-freeze-rolled-ice-cream-and-bubble-tea-chicago,Tasty Freeze Rolled Ice Cream and Bubble Tea,,False,https://www.yelp.com/biz/tasty-freeze-rolled-ice-cream-and-bubble-tea-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,2,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",2.5,"{'latitude': 41.7555459540526, 'longitude': -87.737268358469}",[],"{'address1': '7601 S Cicero Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60652', 'country': 'US', 'state': 'IL', 'display_address': ['7601 S Cicero Ave', 'Chicago, IL 60652']}",,,2868.1341167433297
7YEhilJMQOntdKMleZCGuw,java-and-mug-cafe-chicago,Java & Mug Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/8vv7xalbDCmG1J44D4Gfrg/o.jpg,False,https://www.yelp.com/biz/java-and-mug-cafe-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,207,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 41.98279, 'longitude': -87.71071}",['delivery'],$,"{'address1': '3247 W Bryn Mawr Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60659', 'country': 'US', 'state': 'IL', 'display_address': ['3247 W Bryn Mawr Ave', 'Chicago, IL 60659']}",+17735390407,(773) 539-0407,3671.912305168061
bisRsdEh-VlV0RFoe__XiQ,wabi-sabi-chicago,Wabi Sabi,https://s3-media1.fl.yelpcdn.com/bphoto/WiyYwaylf_2SzLRF2nd_gA/o.jpg,False,https://www.yelp.com/biz/wabi-sabi-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,251,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 41.967286, 'longitude': -87.708665}","['pickup', 'delivery']",$$,"{'address1': '4720 N Kedzie Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60625', 'country': 'US', 'state': 'IL', 'display_address': ['4720 N Kedzie Ave', 'Chicago, IL 60625']}",+17738661161,(773) 866-1161,3798.6596992533664
TS2zGYCABnVq4qSbRYr8Zg,two-lanterns-cafe-lincolnwood,Two Lanterns Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/ja3rq_0s1vP4GHRTi58nNg/o.jpg,False,https://www.yelp.com/biz/two-lanterns-cafe-lincolnwood?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,41,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 42.012027, 'longitude': -87.726465}","['pickup', 'delivery']","{'address1': '3900 W Touhy Ave', 'address2': '', 'address3': None, 'city': 'Lincolnwood', 'zip_code': '60712', 'country': 'US', 'state': 'IL', 'display_address': ['3900 W Touhy Ave', 'Lincolnwood, IL 60712']}",+18474107829,(847) 410-7829,4759.878511198649
NeJ7H6m2rmZlQ78V68nkEw,chill-bubble-tea-skokie,Chill Bubble Tea,https://s3-media3.fl.yelpcdn.com/bphoto/uN-CvdRJ8uSvx1zimyBbgw/o.jpg,False,https://www.yelp.com/biz/chill-bubble-tea-skokie?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,167,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 42.0110043, 'longitude': -87.7616495}",[],$$,"{'address1': '7154 Carpenter Rd', 'address2': '', 'address3': '', 'city': 'Skokie', 'zip_code': '60077', 'country': 'US', 'state': 'IL', 'display_address': ['7154 Carpenter Rd', 'Skokie, IL 60077']}",+18477638888,(847) 763-8888,4136.387978677308
OyUayQ_UFECQq02hBlVEOQ,naranja-dulce-chicago,Naranja Dulce,https://s3-media4.fl.yelpcdn.com/bphoto/YZEK4BHf-t6WlMISYIPR8w/o.jpg,False,https://www.yelp.com/biz/naranja-dulce-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,16,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'mexican', 'title': 'Mexican'}]",5.0,"{'latitude': 41.96147, 'longitude': -87.70684}",['delivery'],"{'address1': '3124 W Montrose', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60618', 'country': 'US', 'state': 'IL', 'display_address': ['3124 W Montrose', 'Chicago, IL 60618']}",+17736543570,(773) 654-3570,4119.769514281712
ySR4zsqFedc_5IRsxVREUg,boba-burger-morton-grove-2,Boba Burger,https://s3-media4.fl.yelpcdn.com/bphoto/OhZ7G1-U36gNDFG33AIYzQ/o.jpg,False,https://www.yelp.com/biz/boba-burger-morton-grove-2?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,574,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 42.03651, 'longitude': -87.8}",['delivery'],$,"{'address1': '8530 Waukegan Rd', 'address2': '', 'address3': '', 'city': 'Morton Grove', 'zip_code': '60053', 'country': 'US', 'state': 'IL', 'display_address': ['8530 Waukegan Rd', 'Morton Grove, IL 60053']}",+18474107779,(847) 410-7779,4500.939262223556
sEbx_ZBM8OQkNfXE2w_dBA,linas-frozen-treats-and-cafe-niles,Lina's Frozen Treats and Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/f7IcqSudtJyKVsIIKm_Iig/o.jpg,False,https://www.yelp.com/biz/linas-frozen-treats-and-cafe-niles?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,109,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 42.04404, 'longitude': -87.82924}","['delivery', 'pickup']",$,"{'address1': '9001 N Milwaukee Ave', 'address2': 'Ste C', 'address3': None, 'city': 'Niles', 'zip_code': '60714', 'country': 'US', 'state': 'IL', 'display_address': ['9001 N Milwaukee Ave', 'Ste C', 'Niles, IL 60714']}",+18474107515,(847) 410-7515,4998.77761043233
Yih3-CCat7wRY0OIY_KM9w,avalanche-bubble-tea-morton-grove,Avalanche Bubble Tea,https://s3-media3.fl.yelpcdn.com/bphoto/XjYQqMhk505tVa24MwLGKg/o.jpg,False,https://www.yelp.com/biz/avalanche-bubble-tea-morton-grove?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,236,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 42.0407651, 'longitude': -87.78462}",[],$,"{'address1': '6317 Dempster St', 'address2': '', 'address3': '', 'city': 'Morton Grove', 'zip_code': '60053', 'country': 'US', 'state': 'IL', 'display_address': ['6317 Dempster St', 'Morton Grove, IL 60053']}",+18479670911,(847) 967-0911,5506.969927177526
JO0QXtlKFkK7s62ccGxZbQ,brew-lounge-des-plaines,Brew Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/9Os6xNqFdmsWV475hWSm8g/o.jpg,False,https://www.yelp.com/biz/brew-lounge-des-plaines?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,124,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 42.03388, 'longitude': -87.89415}","['delivery', 'pickup']",$$,"{'address1': '1062 Lee St', 'address2': '', 'address3': None, 'city': 'Des Plaines', 'zip_code': '60016', 'country': 'US', 'state': 'IL', 'display_address': ['1062 Lee St', 'Des Plaines, IL 60016']}",+18476301613,(847) 630-1613,7110.719327229453
oQpRgEMKYWYguq187nxuqg,cafe-koco-bowl-morton-grove-3,Cafe Koco Bowl,https://s3-media2.fl.yelpcdn.com/bphoto/-RWSYyViKNpoNUCdyfb7KQ/o.jpg,False,https://www.yelp.com/biz/cafe-koco-bowl-morton-grove-3?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,185,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 42.0539167, 'longitude': -87.8233702}",['delivery'],$,"{'address1': '7923 Golf Rd', 'address2': '', 'address3': '', 'city': 'Morton Grove', 'zip_code': '60053', 'country': 'US', 'state': 'IL', 'display_address': ['7923 Golf Rd', 'Morton Grove, IL 60053']}",+18474232650,(847) 423-2650,6047.225958529437
-Vri7paEeJRnda0JKw0PSA,tearex-bubble-tea-cafe-skokie,TeaRex Bubble Tea Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/dwApw3owunWQFjKgdIYKzA/o.jpg,False,https://www.yelp.com/biz/tearex-bubble-tea-cafe-skokie?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,206,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'waffles', 'title': 'Waffles'}]",4.0,"{'latitude': 42.05503, 'longitude': -87.75785}",['delivery'],$,"{'address1': '5237 Golf Rd', 'address2': None, 'address3': '', 'city': 'Skokie', 'zip_code': '60077', 'country': 'US', 'state': 'IL', 'display_address': ['5237 Golf Rd', 'Skokie, IL 60077']}",+18474232972,(847) 423-2972,8106.797716605389
NeJ7H6m2rmZlQ78V68nkEw,chill-bubble-tea-skokie,Chill Bubble Tea,https://s3-media3.fl.yelpcdn.com/bphoto/uN-CvdRJ8uSvx1zimyBbgw/o.jpg,False,https://www.yelp.com/biz/chill-bubble-tea-skokie?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,167,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 42.0110043, 'longitude': -87.7616495}",[],$$,"{'address1': '7154 Carpenter Rd', 'address2': '', 'address3': '', 'city': 'Skokie', 'zip_code': '60077', 'country': 'US', 'state': 'IL', 'display_address': ['7154 Carpenter Rd', 'Skokie, IL 60077']}",+18477638888,(847) 763-8888,5116.071086216343
NE2JJV1_OqvuwoWsr2qFbA,tea-ninja-rosemont,Tea Ninja,https://s3-media1.fl.yelpcdn.com/bphoto/F-_Zs9dUCqeyDXZPDTi20g/o.jpg,False,https://www.yelp.com/biz/tea-ninja-rosemont?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,44,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 41.975054, 'longitude': -87.867072}","['delivery', 'pickup']",$,"{'address1': '5220 Fashion Outlets Way', 'address2': '', 'address3': None, 'city': 'Rosemont', 'zip_code': '60018', 'country': 'US', 'state': 'IL', 'display_address': ['5220 Fashion Outlets Way', 'Rosemont, IL 60018']}",+17737095862,(773) 709-5862,4649.122606268587
TS2zGYCABnVq4qSbRYr8Zg,two-lanterns-cafe-lincolnwood,Two Lanterns Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/ja3rq_0s1vP4GHRTi58nNg/o.jpg,False,https://www.yelp.com/biz/two-lanterns-cafe-lincolnwood?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,41,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 42.012027, 'longitude': -87.726465}","['delivery', 'pickup']","{'address1': '3900 W Touhy Ave', 'address2': '', 'address3': None, 'city': 'Lincolnwood', 'zip_code': '60712', 'country': 'US', 'state': 'IL', 'display_address': ['3900 W Touhy Ave', 'Lincolnwood, IL 60712']}",+18474107829,(847) 410-7829,7983.577687485491
wL3V1iE-CWjIcR_BFhmQGg,tearex-bubble-tea-cafe-niles,TeaRex Bubble Tea Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/DcPlsS6EcxvadVYgEqw4og/o.jpg,False,https://www.yelp.com/biz/tearex-bubble-tea-cafe-niles?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,35,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 42.04638, 'longitude': -87.83045}",['delivery'],"{'address1': '9109 N Milwaukee', 'address2': None, 'address3': '', 'city': 'Niles', 'zip_code': '60714', 'country': 'US', 'state': 'IL', 'display_address': ['9109 N Milwaukee', 'Niles, IL 60714']}",+12245678461,(224) 567-8461,5263.023807089711
